condition,count,nc_count
9m_AD_R1,7134.0,53.0
9m_AD_R1,6100.0,56.0
9m_AD_R1,5739.0,66.0
9m_AD_R1,3907.0,83.0
9m_AD_R1,1974.0,56.0
9m_AD_R1,1493.0,38.0
9m_AD_R1,2031.0,50.0
9m_AD_R1,1682.0,41.0
9m_AD_R1,2163.0,60.0
9m_AD_R1,3647.0,95.0
9m_AD_R1,6080.0,138.0
9m_AD_R1,4233.0,107.0
9m_AD_R1,5180.0,135.0
9m_AD_R1,5130.0,103.0
9m_AD_R1,4387.0,70.0
9m_AD_R1,1989.0,42.0
9m_AD_R1,1009.0,34.0
9m_AD_R1,966.0,29.0
9m_AD_R1,1288.0,21.0
9m_AD_R1,892.0,30.0
9m_AD_R1,1268.0,38.0
9m_AD_R1,2295.0,82.0
9m_AD_R1,980.0,15.0
9m_AD_R1,353.0,14.0
9m_AD_R1,474.0,10.0
9m_AD_R1,958.0,17.0
9m_AD_R1,5148.0,95.0
9m_AD_R1,9605.0,233.0
9m_AD_R1,9678.0,235.0
9m_AD_R1,8156.0,177.0
9m_AD_R1,10162.0,367.0
9m_AD_R1,12089.0,516.0
9m_AD_R1,7350.0,233.0
9m_AD_R1,10587.0,385.0
9m_AD_R1,10980.0,415.0
9m_AD_R1,8291.0,307.0
9m_AD_R1,8029.0,273.0
9m_AD_R1,3036.0,47.0
9m_AD_R1,7616.0,241.0
9m_AD_R1,12331.0,487.0
9m_AD_R1,7624.0,232.0
9m_AD_R1,9444.0,354.0
9m_AD_R1,9807.0,331.0
9m_AD_R1,6391.0,171.0
9m_AD_R1,6809.0,144.0
9m_AD_R1,10585.0,409.0
9m_AD_R1,12825.0,567.0
9m_AD_R1,11474.0,387.0
9m_AD_R1,10138.0,336.0
9m_AD_R1,10219.0,357.0
9m_AD_R1,9327.0,259.0
9m_AD_R1,11299.0,319.0
9m_AD_R1,9794.0,302.0
9m_AD_R1,12263.0,487.0
9m_AD_R1,18842.0,701.0
9m_AD_R1,12239.0,309.0
9m_AD_R1,5831.0,52.0
9m_AD_R1,5688.0,44.0
9m_AD_R1,6607.0,118.0
9m_AD_R1,1012.0,15.0
9m_AD_R1,645.0,10.0
9m_AD_R1,3543.0,56.0
9m_AD_R1,4574.0,42.0
9m_AD_R1,9164.0,339.0
9m_AD_R1,11017.0,327.0
9m_AD_R1,16111.0,500.0
9m_AD_R1,10913.0,241.0
9m_AD_R1,10060.0,254.0
9m_AD_R1,9959.0,197.0
9m_AD_R1,10033.0,182.0
9m_AD_R1,9316.0,200.0
9m_AD_R1,10157.0,186.0
9m_AD_R1,13238.0,306.0
9m_AD_R1,14250.0,395.0
9m_AD_R1,9965.0,256.0
9m_AD_R1,3868.0,116.0
9m_AD_R1,2440.0,76.0
9m_AD_R1,2769.0,57.0
9m_AD_R1,6070.0,90.0
9m_AD_R1,5640.0,92.0
9m_AD_R1,15359.0,529.0
9m_AD_R1,17857.0,630.0
9m_AD_R1,5106.0,44.0
9m_AD_R1,3959.0,46.0
9m_AD_R1,3424.0,30.0
9m_AD_R1,3435.0,26.0
9m_AD_R1,4967.0,71.0
9m_AD_R1,4805.0,73.0
9m_AD_R1,3913.0,45.0
9m_AD_R1,4954.0,39.0
9m_AD_R1,5387.0,59.0
9m_AD_R1,3783.0,47.0
9m_AD_R1,9506.0,402.0
9m_AD_R1,19005.0,1044.0
9m_AD_R1,6000.0,203.0
9m_AD_R1,8826.0,243.0
9m_AD_R1,15615.0,765.0
9m_AD_R1,13984.0,618.0
9m_AD_R1,3175.0,66.0
9m_AD_R1,4289.0,74.0
9m_AD_R1,6539.0,77.0
9m_AD_R1,9813.0,151.0
9m_AD_R1,9691.0,105.0
9m_AD_R1,5599.0,59.0
9m_AD_R1,6622.0,84.0
9m_AD_R1,5049.0,53.0
9m_AD_R1,4483.0,53.0
9m_AD_R1,5245.0,57.0
9m_AD_R1,5191.0,60.0
9m_AD_R1,4246.0,56.0
9m_AD_R1,6707.0,75.0
9m_AD_R1,5232.0,164.0
9m_AD_R1,1738.0,23.0
9m_AD_R1,3772.0,105.0
9m_AD_R1,2018.0,28.0
9m_AD_R1,1968.0,32.0
9m_AD_R1,3401.0,73.0
9m_AD_R1,1915.0,36.0
9m_AD_R1,3210.0,45.0
9m_AD_R1,3144.0,46.0
9m_AD_R1,6252.0,107.0
9m_AD_R1,5441.0,70.0
9m_AD_R1,1432.0,27.0
9m_AD_R1,931.0,26.0
9m_AD_R1,897.0,33.0
9m_AD_R1,875.0,21.0
9m_AD_R1,864.0,28.0
9m_AD_R1,1624.0,43.0
9m_AD_R1,970.0,26.0
9m_AD_R1,274.0,10.0
9m_AD_R1,425.0,13.0
9m_AD_R1,402.0,11.0
9m_AD_R1,2814.0,68.0
9m_AD_R1,7344.0,201.0
9m_AD_R1,6084.0,131.0
9m_AD_R1,6814.0,156.0
9m_AD_R1,7248.0,188.0
9m_AD_R1,6411.0,227.0
9m_AD_R1,9988.0,524.0
9m_AD_R1,9658.0,462.0
9m_AD_R1,11431.0,544.0
9m_AD_R1,11837.0,512.0
9m_AD_R1,9680.0,366.0
9m_AD_R1,8216.0,241.0
9m_AD_R1,7824.0,275.0
9m_AD_R1,9571.0,430.0
9m_AD_R1,8035.0,291.0
9m_AD_R1,10257.0,449.0
9m_AD_R1,8031.0,223.0
9m_AD_R1,9567.0,221.0
9m_AD_R1,7757.0,171.0
9m_AD_R1,5485.0,95.0
9m_AD_R1,9986.0,289.0
9m_AD_R1,9696.0,355.0
9m_AD_R1,8880.0,293.0
9m_AD_R1,6830.0,184.0
9m_AD_R1,7273.0,167.0
9m_AD_R1,8257.0,191.0
9m_AD_R1,8558.0,260.0
9m_AD_R1,9278.0,353.0
9m_AD_R1,11439.0,343.0
9m_AD_R1,11528.0,317.0
9m_AD_R1,9986.0,279.0
9m_AD_R1,5884.0,60.0
9m_AD_R1,5700.0,67.0
9m_AD_R1,6373.0,37.0
9m_AD_R1,2982.0,32.0
9m_AD_R1,55.0,0.0
9m_AD_R1,873.0,11.0
9m_AD_R1,6996.0,130.0
9m_AD_R1,12877.0,441.0
9m_AD_R1,11441.0,269.0
9m_AD_R1,11915.0,282.0
9m_AD_R1,12170.0,311.0
9m_AD_R1,12731.0,282.0
9m_AD_R1,11123.0,248.0
9m_AD_R1,14219.0,402.0
9m_AD_R1,10890.0,281.0
9m_AD_R1,11746.0,224.0
9m_AD_R1,10411.0,278.0
9m_AD_R1,9126.0,233.0
9m_AD_R1,6726.0,199.0
9m_AD_R1,2230.0,57.0
9m_AD_R1,2522.0,80.0
9m_AD_R1,4005.0,57.0
9m_AD_R1,4542.0,73.0
9m_AD_R1,6598.0,117.0
9m_AD_R1,25991.0,1134.0
9m_AD_R1,10047.0,253.0
9m_AD_R1,4418.0,53.0
9m_AD_R1,3691.0,29.0
9m_AD_R1,3952.0,33.0
9m_AD_R1,3940.0,40.0
9m_AD_R1,3857.0,47.0
9m_AD_R1,4628.0,60.0
9m_AD_R1,4508.0,42.0
9m_AD_R1,5453.0,65.0
9m_AD_R1,5296.0,42.0
9m_AD_R1,6074.0,98.0
9m_AD_R1,15297.0,796.0
9m_AD_R1,20796.0,1024.0
9m_AD_R1,6941.0,190.0
9m_AD_R1,11800.0,531.0
9m_AD_R1,10230.0,464.0
9m_AD_R1,5809.0,104.0
9m_AD_R1,1918.0,47.0
9m_AD_R1,5391.0,75.0
9m_AD_R1,8154.0,106.0
9m_AD_R1,10135.0,152.0
9m_AD_R1,8710.0,133.0
9m_AD_R1,5576.0,91.0
9m_AD_R1,4955.0,52.0
9m_AD_R1,6531.0,66.0
9m_AD_R1,2946.0,35.0
9m_AD_R1,5465.0,47.0
9m_AD_R1,5151.0,90.0
9m_AD_R1,5696.0,94.0
9m_AD_R1,9367.0,214.0
9m_AD_R1,4204.0,81.0
9m_AD_R1,5023.0,86.0
9m_AD_R1,7494.0,169.0
9m_AD_R1,6152.0,147.0
9m_AD_R1,5609.0,150.0
9m_AD_R1,2953.0,68.0
9m_AD_R1,4009.0,82.0
9m_AD_R1,7485.0,170.0
9m_AD_R1,5055.0,40.0
9m_AD_R1,6072.0,123.0
9m_AD_R1,2250.0,55.0
9m_AD_R1,1592.0,62.0
9m_AD_R1,1645.0,54.0
9m_AD_R1,1229.0,35.0
9m_AD_R1,1269.0,56.0
9m_AD_R1,1344.0,52.0
9m_AD_R1,279.0,5.0
9m_AD_R1,447.0,15.0
9m_AD_R1,483.0,16.0
9m_AD_R1,1048.0,34.0
9m_AD_R1,5564.0,157.0
9m_AD_R1,8822.0,259.0
9m_AD_R1,8678.0,295.0
9m_AD_R1,9706.0,365.0
9m_AD_R1,3279.0,50.0
9m_AD_R1,3411.0,85.0
9m_AD_R1,4998.0,88.0
9m_AD_R1,9163.0,319.0
9m_AD_R1,12010.0,618.0
9m_AD_R1,6492.0,153.0
9m_AD_R1,13474.0,553.0
9m_AD_R1,8701.0,318.0
9m_AD_R1,7884.0,202.0
9m_AD_R1,8823.0,319.0
9m_AD_R1,16481.0,638.0
9m_AD_R1,12701.0,447.0
9m_AD_R1,11839.0,406.0
9m_AD_R1,13896.0,463.0
9m_AD_R1,12359.0,407.0
9m_AD_R1,13396.0,525.0
9m_AD_R1,11793.0,465.0
9m_AD_R1,9257.0,326.0
9m_AD_R1,7464.0,229.0
9m_AD_R1,5334.0,156.0
9m_AD_R1,7604.0,235.0
9m_AD_R1,9044.0,170.0
9m_AD_R1,12745.0,394.0
9m_AD_R1,8919.0,191.0
9m_AD_R1,10770.0,322.0
9m_AD_R1,16077.0,744.0
9m_AD_R1,10445.0,289.0
9m_AD_R1,8531.0,183.0
9m_AD_R1,8377.0,181.0
9m_AD_R1,7893.0,95.0
9m_AD_R1,4680.0,26.0
9m_AD_R1,26.0,0.0
9m_AD_R1,111.0,4.0
9m_AD_R1,96.0,0.0
9m_AD_R1,4117.0,80.0
9m_AD_R1,13555.0,474.0
9m_AD_R1,9964.0,340.0
9m_AD_R1,13249.0,414.0
9m_AD_R1,12867.0,295.0
9m_AD_R1,11296.0,204.0
9m_AD_R1,14997.0,317.0
9m_AD_R1,8839.0,175.0
9m_AD_R1,9636.0,213.0
9m_AD_R1,12220.0,256.0
9m_AD_R1,13927.0,418.0
9m_AD_R1,14846.0,505.0
9m_AD_R1,9653.0,285.0
9m_AD_R1,5147.0,168.0
9m_AD_R1,2256.0,56.0
9m_AD_R1,2919.0,50.0
9m_AD_R1,3230.0,56.0
9m_AD_R1,4682.0,50.0
9m_AD_R1,11317.0,368.0
9m_AD_R1,23897.0,746.0
9m_AD_R1,5823.0,71.0
9m_AD_R1,4192.0,34.0
9m_AD_R1,3845.0,26.0
9m_AD_R1,3307.0,30.0
9m_AD_R1,4249.0,49.0
9m_AD_R1,4986.0,52.0
9m_AD_R1,4715.0,73.0
9m_AD_R1,4834.0,58.0
9m_AD_R1,5028.0,38.0
9m_AD_R1,4946.0,39.0
9m_AD_R1,7948.0,143.0
9m_AD_R1,14734.0,604.0
9m_AD_R1,18932.0,1116.0
9m_AD_R1,7611.0,133.0
9m_AD_R1,9251.0,280.0
9m_AD_R1,10358.0,367.0
9m_AD_R1,3596.0,70.0
9m_AD_R1,3132.0,62.0
9m_AD_R1,8687.0,106.0
9m_AD_R1,11115.0,130.0
9m_AD_R1,7906.0,92.0
9m_AD_R1,7872.0,107.0
9m_AD_R1,6035.0,68.0
9m_AD_R1,5981.0,87.0
9m_AD_R1,7435.0,114.0
9m_AD_R1,5873.0,55.0
9m_AD_R1,9840.0,114.0
9m_AD_R1,7990.0,130.0
9m_AD_R1,5330.0,86.0
9m_AD_R1,10087.0,280.0
9m_AD_R1,7225.0,151.0
9m_AD_R1,5354.0,92.0
9m_AD_R1,7912.0,214.0
9m_AD_R1,5443.0,100.0
9m_AD_R1,4097.0,84.0
9m_AD_R1,5560.0,103.0
9m_AD_R1,5977.0,102.0
9m_AD_R1,7657.0,105.0
9m_AD_R1,7898.0,177.0
9m_AD_R1,3730.0,113.0
9m_AD_R1,1120.0,28.0
9m_AD_R1,1294.0,44.0
9m_AD_R1,1871.0,42.0
9m_AD_R1,2246.0,77.0
9m_AD_R1,1343.0,34.0
9m_AD_R1,446.0,13.0
9m_AD_R1,331.0,13.0
9m_AD_R1,598.0,20.0
9m_AD_R1,2384.0,51.0
9m_AD_R1,5435.0,150.0
9m_AD_R1,12018.0,526.0
9m_AD_R1,7364.0,289.0
9m_AD_R1,5731.0,156.0
9m_AD_R1,5478.0,113.0
9m_AD_R1,5894.0,146.0
9m_AD_R1,7026.0,158.0
9m_AD_R1,10219.0,514.0
9m_AD_R1,6842.0,237.0
9m_AD_R1,8610.0,237.0
9m_AD_R1,7274.0,179.0
9m_AD_R1,6935.0,194.0
9m_AD_R1,10035.0,272.0
9m_AD_R1,11033.0,424.0
9m_AD_R1,16682.0,663.0
9m_AD_R1,7016.0,196.0
9m_AD_R1,13237.0,432.0
9m_AD_R1,15325.0,654.0
9m_AD_R1,14406.0,551.0
9m_AD_R1,15921.0,654.0
9m_AD_R1,8327.0,254.0
9m_AD_R1,8823.0,235.0
9m_AD_R1,14712.0,723.0
9m_AD_R1,10321.0,367.0
9m_AD_R1,8695.0,279.0
9m_AD_R1,10324.0,415.0
9m_AD_R1,13348.0,446.0
9m_AD_R1,10429.0,342.0
9m_AD_R1,7169.0,107.0
9m_AD_R1,6248.0,95.0
9m_AD_R1,14706.0,443.0
9m_AD_R1,19194.0,795.0
9m_AD_R1,13608.0,390.0
9m_AD_R1,7959.0,56.0
9m_AD_R1,5764.0,77.0
9m_AD_R1,226.0,3.0
9m_AD_R1,21.0,0.0
9m_AD_R1,106.0,8.0
9m_AD_R1,50.0,1.0
9m_AD_R1,3578.0,178.0
9m_AD_R1,786.0,37.0
9m_AD_R1,233.0,5.0
9m_AD_R1,8823.0,202.0
9m_AD_R1,10220.0,188.0
9m_AD_R1,14320.0,348.0
9m_AD_R1,12135.0,275.0
9m_AD_R1,10990.0,230.0
9m_AD_R1,10457.0,218.0
9m_AD_R1,8705.0,169.0
9m_AD_R1,12157.0,354.0
9m_AD_R1,12982.0,400.0
9m_AD_R1,8444.0,205.0
9m_AD_R1,2351.0,63.0
9m_AD_R1,1942.0,58.0
9m_AD_R1,3145.0,63.0
9m_AD_R1,3618.0,41.0
9m_AD_R1,5624.0,78.0
9m_AD_R1,20219.0,615.0
9m_AD_R1,15281.0,384.0
9m_AD_R1,5596.0,51.0
9m_AD_R1,4196.0,49.0
9m_AD_R1,3834.0,44.0
9m_AD_R1,3322.0,30.0
9m_AD_R1,3947.0,53.0
9m_AD_R1,5490.0,64.0
9m_AD_R1,4731.0,48.0
9m_AD_R1,4209.0,32.0
9m_AD_R1,5175.0,48.0
9m_AD_R1,6157.0,44.0
9m_AD_R1,6977.0,76.0
9m_AD_R1,10118.0,423.0
9m_AD_R1,6638.0,170.0
9m_AD_R1,6982.0,116.0
9m_AD_R1,14867.0,284.0
9m_AD_R1,10630.0,265.0
9m_AD_R1,3219.0,53.0
9m_AD_R1,4966.0,76.0
9m_AD_R1,8535.0,84.0
9m_AD_R1,8547.0,151.0
9m_AD_R1,8424.0,118.0
9m_AD_R1,10250.0,112.0
9m_AD_R1,8138.0,88.0
9m_AD_R1,7084.0,80.0
9m_AD_R1,7012.0,106.0
9m_AD_R1,9650.0,172.0
9m_AD_R1,5104.0,93.0
9m_AD_R1,5971.0,158.0
9m_AD_R1,6237.0,137.0
9m_AD_R1,7435.0,181.0
9m_AD_R1,9207.0,216.0
9m_AD_R1,8019.0,161.0
9m_AD_R1,6953.0,175.0
9m_AD_R1,5697.0,169.0
9m_AD_R1,7274.0,129.0
9m_AD_R1,8440.0,146.0
9m_AD_R1,3503.0,43.0
9m_AD_R1,5659.0,140.0
9m_AD_R1,4349.0,87.0
9m_AD_R1,2872.0,75.0
9m_AD_R1,1680.0,44.0
9m_AD_R1,2215.0,34.0
9m_AD_R1,2561.0,60.0
9m_AD_R1,752.0,25.0
9m_AD_R1,261.0,4.0
9m_AD_R1,258.0,7.0
9m_AD_R1,2017.0,73.0
9m_AD_R1,3207.0,43.0
9m_AD_R1,4789.0,132.0
9m_AD_R1,4632.0,71.0
9m_AD_R1,5047.0,115.0
9m_AD_R1,6172.0,153.0
9m_AD_R1,5771.0,171.0
9m_AD_R1,7144.0,130.0
9m_AD_R1,7200.0,305.0
9m_AD_R1,7030.0,292.0
9m_AD_R1,5858.0,215.0
9m_AD_R1,7841.0,388.0
9m_AD_R1,14463.0,719.0
9m_AD_R1,5830.0,117.0
9m_AD_R1,11418.0,504.0
9m_AD_R1,9773.0,307.0
9m_AD_R1,16055.0,604.0
9m_AD_R1,9157.0,261.0
9m_AD_R1,15792.0,597.0
9m_AD_R1,15260.0,533.0
9m_AD_R1,13424.0,456.0
9m_AD_R1,8560.0,216.0
9m_AD_R1,10090.0,332.0
9m_AD_R1,14275.0,609.0
9m_AD_R1,11938.0,478.0
9m_AD_R1,11034.0,416.0
9m_AD_R1,9144.0,309.0
9m_AD_R1,7893.0,159.0
9m_AD_R1,11119.0,400.0
9m_AD_R1,11234.0,410.0
9m_AD_R1,6260.0,50.0
9m_AD_R1,10767.0,247.0
9m_AD_R1,15155.0,438.0
9m_AD_R1,18431.0,694.0
9m_AD_R1,20089.0,694.0
9m_AD_R1,8446.0,89.0
9m_AD_R1,4873.0,70.0
9m_AD_R1,537.0,5.0
9m_AD_R1,271.0,8.0
9m_AD_R1,649.0,27.0
9m_AD_R1,2435.0,107.0
9m_AD_R1,7829.0,206.0
9m_AD_R1,11203.0,278.0
9m_AD_R1,11260.0,215.0
9m_AD_R1,11580.0,229.0
9m_AD_R1,10420.0,214.0
9m_AD_R1,10684.0,190.0
9m_AD_R1,8827.0,146.0
9m_AD_R1,7730.0,139.0
9m_AD_R1,12150.0,402.0
9m_AD_R1,10127.0,264.0
9m_AD_R1,3679.0,75.0
9m_AD_R1,1624.0,55.0
9m_AD_R1,1597.0,27.0
9m_AD_R1,2246.0,23.0
9m_AD_R1,3948.0,37.0
9m_AD_R1,7994.0,204.0
9m_AD_R1,24261.0,1130.0
9m_AD_R1,11352.0,379.0
9m_AD_R1,4882.0,53.0
9m_AD_R1,3656.0,30.0
9m_AD_R1,3321.0,32.0
9m_AD_R1,3643.0,44.0
9m_AD_R1,3755.0,48.0
9m_AD_R1,4983.0,44.0
9m_AD_R1,5293.0,67.0
9m_AD_R1,4699.0,41.0
9m_AD_R1,5200.0,51.0
9m_AD_R1,6162.0,71.0
9m_AD_R1,5117.0,47.0
9m_AD_R1,4994.0,71.0
9m_AD_R1,5036.0,49.0
9m_AD_R1,10079.0,154.0
9m_AD_R1,16350.0,431.0
9m_AD_R1,6874.0,110.0
9m_AD_R1,2199.0,37.0
9m_AD_R1,5062.0,75.0
9m_AD_R1,6986.0,85.0
9m_AD_R1,5687.0,72.0
9m_AD_R1,4903.0,49.0
9m_AD_R1,7879.0,114.0
9m_AD_R1,5740.0,77.0
9m_AD_R1,5288.0,79.0
9m_AD_R1,7360.0,119.0
9m_AD_R1,5405.0,100.0
9m_AD_R1,6745.0,192.0
9m_AD_R1,6427.0,121.0
9m_AD_R1,6450.0,134.0
9m_AD_R1,5454.0,108.0
9m_AD_R1,7298.0,197.0
9m_AD_R1,2803.0,54.0
9m_AD_R1,4862.0,125.0
9m_AD_R1,8143.0,191.0
9m_AD_R1,4574.0,78.0
9m_AD_R1,5949.0,103.0
9m_AD_R1,3312.0,71.0
9m_AD_R1,3362.0,78.0
9m_AD_R1,3401.0,79.0
9m_AD_R1,2969.0,65.0
9m_AD_R1,2458.0,65.0
9m_AD_R1,1216.0,22.0
9m_AD_R1,737.0,34.0
9m_AD_R1,376.0,7.0
9m_AD_R1,1120.0,24.0
9m_AD_R1,1921.0,29.0
9m_AD_R1,3664.0,96.0
9m_AD_R1,4111.0,128.0
9m_AD_R1,4582.0,72.0
9m_AD_R1,5438.0,121.0
9m_AD_R1,4244.0,58.0
9m_AD_R1,4405.0,86.0
9m_AD_R1,4375.0,91.0
9m_AD_R1,4730.0,112.0
9m_AD_R1,4259.0,100.0
9m_AD_R1,7567.0,263.0
9m_AD_R1,9579.0,405.0
9m_AD_R1,7990.0,331.0
9m_AD_R1,4351.0,174.0
9m_AD_R1,9201.0,365.0
9m_AD_R1,9331.0,284.0
9m_AD_R1,9291.0,308.0
9m_AD_R1,8401.0,200.0
9m_AD_R1,12805.0,485.0
9m_AD_R1,14904.0,607.0
9m_AD_R1,9518.0,252.0
9m_AD_R1,7521.0,238.0
9m_AD_R1,7418.0,190.0
9m_AD_R1,7365.0,222.0
9m_AD_R1,8075.0,230.0
9m_AD_R1,7655.0,192.0
9m_AD_R1,9392.0,314.0
9m_AD_R1,13963.0,532.0
9m_AD_R1,9058.0,211.0
9m_AD_R1,9616.0,321.0
9m_AD_R1,8942.0,190.0
9m_AD_R1,6980.0,105.0
9m_AD_R1,11198.0,338.0
9m_AD_R1,16797.0,753.0
9m_AD_R1,15834.0,527.0
9m_AD_R1,8010.0,98.0
9m_AD_R1,6048.0,44.0
9m_AD_R1,1353.0,11.0
9m_AD_R1,340.0,2.0
9m_AD_R1,6038.0,137.0
9m_AD_R1,9503.0,312.0
9m_AD_R1,10128.0,250.0
9m_AD_R1,12338.0,312.0
9m_AD_R1,11480.0,255.0
9m_AD_R1,12609.0,275.0
9m_AD_R1,13261.0,319.0
9m_AD_R1,12686.0,341.0
9m_AD_R1,14314.0,318.0
9m_AD_R1,11233.0,208.0
9m_AD_R1,9880.0,287.0
9m_AD_R1,11031.0,327.0
9m_AD_R1,11472.0,432.0
9m_AD_R1,2660.0,86.0
9m_AD_R1,1490.0,45.0
9m_AD_R1,2039.0,39.0
9m_AD_R1,4462.0,48.0
9m_AD_R1,4273.0,43.0
9m_AD_R1,9052.0,276.0
9m_AD_R1,26499.0,1317.0
9m_AD_R1,10178.0,296.0
9m_AD_R1,4700.0,63.0
9m_AD_R1,3989.0,31.0
9m_AD_R1,3517.0,45.0
9m_AD_R1,3885.0,55.0
9m_AD_R1,4160.0,35.0
9m_AD_R1,5371.0,63.0
9m_AD_R1,4910.0,36.0
9m_AD_R1,5474.0,67.0
9m_AD_R1,5229.0,37.0
9m_AD_R1,5209.0,46.0
9m_AD_R1,4641.0,56.0
9m_AD_R1,5618.0,84.0
9m_AD_R1,6807.0,84.0
9m_AD_R1,12770.0,242.0
9m_AD_R1,13661.0,283.0
9m_AD_R1,5532.0,70.0
9m_AD_R1,2554.0,49.0
9m_AD_R1,4070.0,44.0
9m_AD_R1,3505.0,33.0
9m_AD_R1,4881.0,44.0
9m_AD_R1,6197.0,119.0
9m_AD_R1,5424.0,75.0
9m_AD_R1,7399.0,104.0
9m_AD_R1,5507.0,62.0
9m_AD_R1,7161.0,138.0
9m_AD_R1,7724.0,233.0
9m_AD_R1,7286.0,185.0
9m_AD_R1,7260.0,182.0
9m_AD_R1,6157.0,137.0
9m_AD_R1,6451.0,163.0
9m_AD_R1,3638.0,96.0
9m_AD_R1,2620.0,37.0
9m_AD_R1,7695.0,139.0
9m_AD_R1,3462.0,82.0
9m_AD_R1,3310.0,66.0
9m_AD_R1,3619.0,80.0
9m_AD_R1,4976.0,145.0
9m_AD_R1,3099.0,78.0
9m_AD_R1,1948.0,45.0
9m_AD_R1,531.0,22.0
9m_AD_R1,347.0,5.0
9m_AD_R1,555.0,15.0
9m_AD_R1,1975.0,95.0
9m_AD_R1,2780.0,90.0
9m_AD_R1,3539.0,117.0
9m_AD_R1,2956.0,69.0
9m_AD_R1,3595.0,102.0
9m_AD_R1,4447.0,121.0
9m_AD_R1,4446.0,119.0
9m_AD_R1,6344.0,168.0
9m_AD_R1,6646.0,145.0
9m_AD_R1,5375.0,102.0
9m_AD_R1,8582.0,329.0
9m_AD_R1,6388.0,276.0
9m_AD_R1,4180.0,92.0
9m_AD_R1,6144.0,157.0
9m_AD_R1,6987.0,223.0
9m_AD_R1,4893.0,165.0
9m_AD_R1,6387.0,150.0
9m_AD_R1,9141.0,340.0
9m_AD_R1,10813.0,341.0
9m_AD_R1,12578.0,517.0
9m_AD_R1,11082.0,390.0
9m_AD_R1,14638.0,609.0
9m_AD_R1,10993.0,426.0
9m_AD_R1,10886.0,405.0
9m_AD_R1,10221.0,353.0
9m_AD_R1,11552.0,535.0
9m_AD_R1,8206.0,156.0
9m_AD_R1,7479.0,177.0
9m_AD_R1,6384.0,97.0
9m_AD_R1,6876.0,119.0
9m_AD_R1,6889.0,127.0
9m_AD_R1,8314.0,178.0
9m_AD_R1,9994.0,270.0
9m_AD_R1,14575.0,555.0
9m_AD_R1,10650.0,236.0
9m_AD_R1,17575.0,593.0
9m_AD_R1,24363.0,842.0
9m_AD_R1,9564.0,147.0
9m_AD_R1,5770.0,58.0
9m_AD_R1,2476.0,47.0
9m_AD_R1,1971.0,37.0
9m_AD_R1,6312.0,80.0
9m_AD_R1,11124.0,344.0
9m_AD_R1,12561.0,367.0
9m_AD_R1,10936.0,215.0
9m_AD_R1,12697.0,273.0
9m_AD_R1,12266.0,230.0
9m_AD_R1,11808.0,328.0
9m_AD_R1,7885.0,204.0
9m_AD_R1,11005.0,246.0
9m_AD_R1,10453.0,211.0
9m_AD_R1,10541.0,229.0
9m_AD_R1,13471.0,422.0
9m_AD_R1,15192.0,501.0
9m_AD_R1,9726.0,383.0
9m_AD_R1,1660.0,71.0
9m_AD_R1,1683.0,44.0
9m_AD_R1,3466.0,78.0
9m_AD_R1,3552.0,34.0
9m_AD_R1,5162.0,45.0
9m_AD_R1,18850.0,729.0
9m_AD_R1,31364.0,1459.0
9m_AD_R1,8462.0,165.0
9m_AD_R1,5115.0,51.0
9m_AD_R1,4252.0,39.0
9m_AD_R1,4124.0,48.0
9m_AD_R1,4083.0,44.0
9m_AD_R1,4004.0,32.0
9m_AD_R1,6138.0,79.0
9m_AD_R1,5652.0,64.0
9m_AD_R1,6076.0,102.0
9m_AD_R1,5744.0,48.0
9m_AD_R1,5061.0,38.0
9m_AD_R1,3906.0,46.0
9m_AD_R1,5012.0,61.0
9m_AD_R1,6807.0,119.0
9m_AD_R1,14754.0,292.0
9m_AD_R1,11681.0,239.0
9m_AD_R1,4374.0,53.0
9m_AD_R1,1340.0,23.0
9m_AD_R1,2919.0,43.0
9m_AD_R1,6570.0,80.0
9m_AD_R1,6696.0,95.0
9m_AD_R1,5361.0,46.0
9m_AD_R1,6624.0,96.0
9m_AD_R1,6387.0,104.0
9m_AD_R1,7248.0,159.0
9m_AD_R1,7677.0,146.0
9m_AD_R1,7032.0,159.0
9m_AD_R1,6210.0,94.0
9m_AD_R1,9397.0,191.0
9m_AD_R1,9515.0,169.0
9m_AD_R1,6085.0,109.0
9m_AD_R1,4365.0,79.0
9m_AD_R1,3708.0,104.0
9m_AD_R1,2162.0,62.0
9m_AD_R1,2393.0,62.0
9m_AD_R1,2863.0,100.0
9m_AD_R1,2862.0,86.0
9m_AD_R1,2097.0,63.0
9m_AD_R1,1401.0,49.0
9m_AD_R1,1676.0,49.0
9m_AD_R1,1004.0,25.0
9m_AD_R1,2483.0,75.0
9m_AD_R1,3219.0,105.0
9m_AD_R1,2202.0,62.0
9m_AD_R1,2498.0,70.0
9m_AD_R1,3355.0,111.0
9m_AD_R1,2545.0,44.0
9m_AD_R1,8966.0,363.0
9m_AD_R1,8501.0,257.0
9m_AD_R1,8793.0,263.0
9m_AD_R1,5509.0,129.0
9m_AD_R1,5027.0,101.0
9m_AD_R1,11324.0,418.0
9m_AD_R1,10153.0,407.0
9m_AD_R1,8080.0,241.0
9m_AD_R1,9951.0,451.0
9m_AD_R1,12273.0,475.0
9m_AD_R1,9042.0,417.0
9m_AD_R1,5060.0,151.0
9m_AD_R1,7129.0,249.0
9m_AD_R1,5704.0,156.0
